"player_api_id","player_name","overall_rating","gk_rating","appearances","league_no"
"2422",33754,"Justin Hoyte",72,120,17,1
"2423",33756,"Manuel Pablo",78,150,117,1
"2424",33758,"Julian de Guzman",77,143,17,1
"2425",33759,"Aldo Pedro Duscher",77,136,46,1
"2426",33761,"Juan Carlos Valeron",86,117,58,1
"2427",33762,"Angel Javier Arizmendi",75,54,50,2
"2428",33764,"Gorka Iraizoz Moreno",81,404,286,1
"2429",33767,"David Garcia",70,147,51,1
"2430",33768,"Daniel Jarque",77,133,36,1
"2431",33769,"Eduardo Costa",75,162,14,1
"2432",33772,"Christian Eigler",72,92,51,1
"2433",33773,"Ferran Corominas",75,57,76,1
"2434",33775,"Javier Paredes",74,135,82,1
"2435",33778,"Daniel Guiza",83,127,15,1
"2436",33781,"Craig Bellamy",82,130,71,1
"2437",33782,"Jeremy Menez",82,50,151,2
"2438",33790,"Somen Tchoyi",74,55,13,1
"2439",33792,"Andreas Hinkel",77,106,68,2
"2440",33793,"Hugo Alcantara",66,44,4,1
"2441",33800,"Edinho",75,130,40,2
"2442",33804,"Bartosz Lawa,25",67,108,76,1
"2443",33805,"Ruben Martin Pulido",77,135,20,1
"2444",33807,"Marcin Kus",65,151,18,1
"2445",33812,"Sebastien Squillaci",83,133,151,3
"2446",33813,"Sylvain Monsoreau",80,105,44,1
"2447",33814,"Sammy Traore",77,97,38,1
"2448",33816,"Massimo Gobbi",76,157,201,1
"2449",33817,"Reginaldo",71,51,27,1
"2450",33820,"Angel Manuel Vivar Dorado",79,111,17,1
"2451",33823,"Zdenek Pospech",75,59,90,1
"2452",33826,"Francesco Arnau",70,353,20,1
"2453",33827,"Inaki Goitia",75,366,26,1
"2454",33828,"Cesar Navas",76,52,19,1
"2455",33832,"Antonio Hidalgo",71,136,4,1
"2456",33840,"Alexandre Geijo",74,45,23,2
"2457",33843,"Jesus Gamez",79,50,196,1
"2458",33844,"Saul",71,52,8,1
"2459",33845,"Miguel Angel Moya",81,408,146,1
"2460",33847,"Sergio Ballesteros",77,46,98,1
"2461",33848,"Fernando Navarro",77,143,227,1
"2462",33849,"Jose Carlos Nunes",78,59,130,1
"2463",33850,"Angelos Basinas",78,125,13,2
"2464",33851,"Guillermo Ariel Pereyra",71,105,4,1
"2465",33852,"Jonas Gutierrez",79,46,140,2
"2466",33854,"Tuni",74,153,7,1
"2467",33856,"Ivan Ramis",77,45,159,2
"2468",33857,"Thorstein Helstad",76,117,38,1
"2469",33861,"Enrique Corrales",75,154,29,1
"2470",33863,"Carlos Cuellar",81,137,117,1
"2471",33865,"Miguel Flano",76,147,151,1
"2472",33866,"David Lopez",80,110,53,1
"2473",33867,"Ludovic Delporte",74,124,1,1
"2474",33870,"Patxi Martinez Punal",79,147,154,1
"2475",33871,"Raul Garcia",81,75,159,1
"2476",33872,"Valdo",79,104,77,1
"2477",33874,"Jose Josetxo",78,106,34,1
"2478",33881,"Jonathan Walters",75,40,176,1
"2479",33884,"Jose Moraton",75,139,20,1
"2480",33885,"Oriol",75,89,22,1
"2481",33887,"Sergio Matabuena",72,147,30,1
"2482",33888,"Felipe Melo",83,46,106,1
"2483",33889,"Cristian Portilla",67,58,3,1
"2484",33891,"Juanjo",67,56,4,1
"2485",33892,"Oscar Serrano",76,155,66,1
"2486",33893,"Ayoze Diaz Diaz",74,41,78,1
"2487",33895,"Borja Neru",69,132,18,1
"2488",33896,"Pablo Pinillos",74,145,66,1
"2489",33898,"Raul Bravo",75,52,18,2
"2490",33913,"Alex Keddie",59,57,36,1
"2491",33914,"Craig Samson",68,332,162,1
"2492",33915,"Garry Brady",65,141,53,1
"2493",33929,"Sidi Yaya Keita",74,121,30,2
"2494",33930,"Seid Khiter",69,67,1,1
"2495",33931,"Fitz Hall",74,74,11,1
"2496",33941,"Danny Pugh",70,93,15,1
"2497",33948,"Jason Brown",69,345,27,2
"2498",33954,"Christopher Mitchell",56,60,8,1
"2499",33956,"Christian Nade",68,96,39,1
"2500",33958,"Asier Riesgo",74,367,75,1
"2501",33959,"Ion Ansotegi",75,57,87,1
"2502",33960,"Mikel Gonzalez",79,53,140,1
"2503",33961,"Mikel Labaka",74,110,28,1
"2504",33963,"Javier Garrido",76,47,92,3
"2505",33964,"Mikel Alonso",75,144,21,1
"2506",33967,"Dalibor Stevanovic",74,161,78,2
"2507",33973,"Xabier Prieto",80,42,172,1
"2508",33974,"Robinho",87,143,108,2
"2509",33986,"Andres Palop",85,421,115,1
"2510",33988,"Daniel Alves",86,167,225,1
"2511",33989,"Frederic Kanoute",84,107,80,1
"2512",33990,"Julien Escude",81,39,100,1
"2513",33991,"Jesus Navas",86,55,217,2
"2514",33992,"Adriano",79,67,132,1
"2515",33993,"Aitor Ocio",77,138,34,1
"2516",33997,"Mikel Eizaguirre Aranburu",74,54,53,1
"2517",34000,"Enzo Maresca",81,52,71,2
"2518",34003,"Ludovic Butelle",76,386,43,2
"2519",34005,"Roberto Fabian Ayala",86,104,13,1
"2520",34007,"Miguel",80,116,78,1
"2521",34008,"Emiliano Moretti",78,55,218,2
"2522",34021,"Marco Caneira",74,139,15,1
"2523",34025,"Mohamed Dahmane",67,63,9,1
"2524",34029,"Raul Albiol",83,41,196,2
"2525",34035,"Matias Emilio Delgado",80,111,61,1
"2526",34036,"Glen Johnson",81,147,208,1
"2527",34037,"Ireneusz Jelen",81,41,87,1
"2528",34045,"Fabrice Ehret",74,136,94,2
"2529",34052,"Roland Baettig",65,50,78,1
"2530",34054,"Baykal Kulaksizoglu",71,145,21,1
"2531",34066,"Tariq Chihab",67,109,23,1
"2532",34067,"Aleksandar Mitreski",71,95,17,1
"2533",34075,"Moreno Merenda",64,125,16,1
"2534",34079,"Didier Crettenand",63,45,43,1
"2535",34082,"Marco Schneuwly",69,47,166,1
"2536",34086,"Bruno Sutter",54,119,8,1
"2537",34101,"Bruno Cheyrou",72,137,20,1
"2538",34102,"Alexander Frei",81,98,116,2
"2539",34103,"Mariano Pernia",75,110,25,1
"2540",34104,"Ze Castro",78,87,130,1
"2541",34106,"Luis Fabiano",86,125,55,1
"2542",34112,"Pavel Pardo",84,166,9,1
"2543",34113,"Ricardo Osorio",79,100,23,1
"2544",34114,"Roberto Hilbert",80,145,83,1
"2545",34170,"Francis Jeffers",70,85,8,1
"2546",34176,"Jason Roberts",76,59,61,1
"2547",34177,"Kenny Miller",78,48,71,1
"2548",34182,"Didier Zokora",81,40,66,2
"2549",34183,"Ricardo Faty",71,54,84,3
"2550",34193,"Roger Johnson",78,139,104,1
"2551",34194,"Mikele Leigertwood",69,41,29,1
"2552",34206,"Sean O'Hanlon",67,144,22,1
"2553",34213,"Ryan Esson",62,304,119,1
"2554",34214,"Leon Cort",70,43,24,1
"2555",34222,"Fabio Aurelio",79,125,35,1
"2556",34225,"Tomasz Kupisz",70,57,93,1
"2557",34230,"Tyrone Mears",74,153,43,2
"2558",34231,"Fernando Morientes",82,98,11,2
"2559",34233,"Mark Gonzalez",78,55,19,1
"2560",34234,"Paulo Jorge",70,102,50,1
"2561",34237,"Tom Brighton",59,114,2,1
"2562",34239,"Austin McCann",61,39,22,1
"2563",34248,"Ki-Hyeon Seol",76,92,2,1
"2564",34254,"Richard Brittain",68,41,86,1
"2565",34259,"David Raven",66,56,112,1
"2566",34261,"Johan Elmander",85,117,98,1
"2567",34262,"Jonas Kamper",72,125,10,1
"2568",34264,"Miroslav Radovic",77,134,124,1
"2569",34266,"Bartosz Slusarski",66,53,93,1
"2570",34267,"Pirmin Schwegler",77,51,144,1
"2571",34268,"Alain Nef",71,131,167,2
"2572",34269,"Giuseppe Rapisarda",56,114,21,1
"2573",34270,"Davide Taini",60,299,7,1
"2574",34275,"Michael Turner",76,124,156,1
"2575",34298,"Juliano Mineiro",69,52,11,1
"2576",34299,"Dietmar Hamann",78,105,5,1
"2577",34304,"Maxwell",82,153,184,3
"2578",34305,"Maicon",86,154,167,2
"2579",34319,"Aimo Stefano Diana",79,114,52,2
"2580",34320,"Fabio Grosso",80,159,63,2
"2581",34334,"Sanharib Bueyueksal",70,41,78,2
"2582",34336,"Jozef Piacek",63,51,9,1
"2583",34370,"Djiby Fall",75,94,3,2
"2584",34381,"Derek Boateng",77,55,72,3
"2585",34382,"Roberto Abbondanzieri",84,412,13,1
"2586",34400,"Arnold Bruggink",76,119,44,1
"2587",34413,"Antonio da Silva",73,46,55,2
"2588",34417,"Alain Traore",76,57,76,1
"2589",34418,"Sol Campbell",81,103,46,1
"2590",34420,"Alexander Madlung",76,138,94,1
"2591",34421,"Chris Kirkland",77,389,68,1
"2592",34426,"Richie Ryan",64,55,14,1
"2593",34430,"Samuel Ricketts",73,39,86,1
"2594",34433,"Sylvan Ebanks-Blake",76,110,31,1
"2595",34437,"Dean Marney",72,150,61,1
"2596",34442,"Grant Murray",70,126,10,1
"2597",34443,"Yoann Folly",68,96,18,1
"2598",34447,"John Rankin",71,150,245,1
"2599",34466,"Emile Heskey",78,129,76,1
"2600",34471,"Jason Thomson",62,60,38,1
"2601",34479,"Carlos Salcido",81,152,58,2
"2602",34480,"Davy Schollen",69,349,11,1
"2603",34485,"Franco Costanzo",75,358,64,1
"2604",34487,"Aco Stojkov",60,120,23,1
"2605",34489,"Henk Timmer",73,360,20,1
"2606",34492,"Denny Landzaat",76,145,53,1
"2607",34520,"Fabio Cannavaro",91,89,56,2
"2608",34530,"Christian Abbiati",85,417,167,1
"2609",34531,"Bernardo Corradi",81,85,26,1
"2610",34534,"Gianluca Zambrotta",86,129,77,1
"2611",34540,"Mark Bresciano",79,154,48,1
"2612",34543,"Carlton Cole",78,56,104,1
"2613",34551,"Pedro Pele Monteiro",66,89,7,2
"2614",34563,"Morgaro Gomis",72,148,124,1
"2615",34567,"Herold Goulon",69,58,52,3
"2616",34574,"Damien Duff",81,116,139,1
"2617",34575,"Asier del Horno",80,153,52,1
"2618",34580,"Fabiano",65,53,1,1
"2619",34582,"Mate Bilic",76,136,43,1
"2620",34590,"Radoslav Kovac",73,135,60,2
"2621",34601,"Jermaine Pennant",82,136,69,2
"2622",34602,"Ruud van Nistelrooy",87,92,42,2
"2623",34622,"Graham Gartland",65,52,24,1
"2624",34633,"Nene",77,127,83,2
"2625",34650,"Alex Silva",77,115,16,1
"2626",34653,"Pablo Aimar",85,158,73,1
"2627",34654,"Souleymane Bamba",74,49,76,2
"2628",34656,"Chris Smith",63,317,19,1
"2629",34662,"Vitor Lima",62,131,22,1
"2630",34675,"Roger",74,62,28,1
"2631",34681,"Renato Augusto",83,51,84,1
"2632",34698,"Michael Lumb",68,57,4,1
"2633",34699,"Mike Tullberg",61,99,2,1
"2634",34763,"Nicklas Pedersen",71,60,62,2
"2635",34942,"Patrick Vieira",85,152,29,2
"2636",34944,"Michael Carrick",84,161,194,1
"2637",34945,"Rudolf Skacel",73,105,51,1
"2638",34946,"Lee Croft",70,104,37,1
"2639",34947,"Bennedict McCarthy,27",86,144,27,1
"2640",34952,"Daniele Bonera",83,161,104,2
"2641",34956,"Mista",81,113,12,1
"2642",34967,"Diego Barcelos",74,54,81,1
"2643",34969,"Javier Chevanton",82,101,8,2
"2644",34971,"Christian Tiffert",76,68,64,1
"2645",34972,"Ivan Pejcic",60,115,8,1
"2646",34983,"Alvaro Santos",66,63,6,1
"2647",34987,"Mario Melchiot",76,135,65,1
"2648",35022,"Kevin Conboy",68,49,85,1
"2649",35110,"Winston Reid",80,59,110,1
"2650",35112,"Simon Kjaer",81,54,197,3
"2651",35116,"Oluwafemi Ajilore",73,138,39,1
"2652",35121,"Jesper Juelsgaard",68,57,10,1
"2653",35125,"Leon Jessen",70,50,36,1
"2654",35244,"Andre Dias",81,54,104,1
"2655",35324,"Antonio Barragan",76,43,106,1
"2656",35327,"Antonio Valencia",84,46,171,1
"2657",35336,"Kyle Letheren",63,311,24,1
"2658",35338,"Jay Bothroyd",73,63,14,1
"2659",35345,"Jason Puncheon",75,68,122,1
"2660",35398,"Michael Gardyne",70,35,83,1
"2661",35407,"Pierre-Alain Frau",77,131,70,1
"2662",35408,"Jerome Leroy",80,117,82,1
"2663",35409,"Rafik Saifi",72,60,13,1
"2664",35410,"Steve Savidan",80,119,36,1
"2665",35411,"Demba Ba",82,42,137,2
"2666",35412,"Wilfried Dalmat",74,134,38,1
"2667",35417,"Guerkan Sermeter",63,103,34,1
"2668",35421,"German Denis",80,47,186,1
"2669",35425,"Oscar Cardozo",82,138,117,1
"2670",35437,"Christian Kalvenes",70,139,3,1
"2671",35438,"Danny Shittu",72,126,9,1
"2672",35439,"Derek Asamoah",72,57,1,1
"2673",35442,"Bradley Jones",73,364,43,2
"2674",35443,"Sebastian Larsson",80,148,191,1
"2675",35444,"Mario Licka",71,52,65,2
"2676",35451,"Lionel Ainsworth",69,56,58,1
"2677",35453,"Ricardo Batista",71,352,28,1
"2678",35454,"Leon Best",73,58,25,1
"2679",35463,"Willo Flood",72,139,160,1
"2680",35466,"Karl Henry",73,56,119,1
"2681",35467,"Danny Higginbotham",74,133,62,1
"2682",35472,"Emmerson Boyce",74,35,131,1
"2683",35475,"Colin McMenamin",61,46,10,1
"2684",35477,"David Stockdale",74,375,37,1
"2685",35480,"Alex Bruce",68,54,36,1
"2686",35481,"Rob Hulse",77,54,1,1
"2687",35492,"Sean Murdoch",62,312,9,1
"2688",35493,"Wesley Hoolahan",76,63,88,1
"2689",35495,"Dorus De Vries",71,360,4,1
"2690",35496,"Kelvin Davis",74,366,18,1
"2691",35497,"Mounir El Hamdaoui",81,145,76,3
"2692",35499,"Jeremy Clement",77,59,215,1
"2693",35500,"Brian McLean",66,52,98,1
"2694",35502,"Steven Hammell",71,59,231,1
"2695",35503,"Rory Loy",61,67,21,1
"2696",35506,"Zurab Khizanishvili",78,89,3,1
"2697",35513,"Mark Howard",64,318,44,1
"2698",35515,"Simon Francis",72,48,38,1
"2699",35523,"Glenn Murray",72,62,20,1
"2700",35524,"Colin Healy",71,60,17,1
"2701",35527,"Graham Barrett",68,97,9,1
"2702",35530,"Rory Boulding",62,53,4,1
"2703",35531,"Franck Queudrue",76,96,14,2
"2704",35532,"Fabrice Muamba",78,64,118,1
"2705",35539,"Richard Offiong",66,115,25,1
"2706",35544,"Julio Arca",75,151,14,1
"2707",35554,"Ian Evatt",74,34,36,1
"2708",35556,"Jay Tabb",71,150,12,1
"2709",35559,"Jose Saez",67,50,68,1
"2710",35560,"Guillaume Rippert",63,60,9,1
"2711",35561,"Hernan Crespo",88,62,34,1
"2712",35574,"Andy Dowie",61,39,30,1
"2713",35575,"Mauricio Pinilla",78,52,96,1
"2714",35576,"John Baird",62,43,31,1
"2715",35587,"Paul McGowan",70,68,198,1
"2716",35606,"Per Mertesacker",87,133,238,2
"2717",35607,"Frank Fahrenhorst",77,113,19,1
"2718",35608,"Afonso Alves,24",84,121,24,1
"2719",35612,"Franco Miranda,22",65,148,22,1
"2720",35626,"Emanuele Belardi",71,353,7,1
"2721",35628,"Luke Wilkshire",79,143,16,1
"2722",35636,"Amdy Faye",77,139,18,1
"2723",35637,"Djimi Traore",72,121,40,1
"2724",35638,"Pedro Munitis",82,152,109,1
"2725",35641,"Simone Barone",82,121,24,1
"2726",35643,"Marco Marchionni",80,157,115,1
"2727",35644,"Antonio Mirante",79,386,244,1
"2728",35666,"Merouane Zemmama",72,141,18,1
"2729",35679,"Roland Linz",75,135,14,2
"2730",35680,"Gabri",74,43,32,2
"2731",35682,"Gheorghe Ogararu",69,89,27,1
"2732",35708,"Uwe Huenemeier",73,57,33,1
"2733",35712,"Jose Holebas",77,71,34,2
"2734",35718,"Kenneth Perez",77,119,39,1
"2735",35724,"Zlatan Ibrahimovic",90,59,235,3
"2736",35725,"Steven MacLean",71,119,112,1
"2737",35751,"Gary Warren",68,60,124,1
"2738",35768,"Martin Stocklasa",64,42,28,1
"2739",35787,"Gary Fraser",62,50,38,1
"2740",35818,"Dominik Schmidt",67,48,7,1
"2741",35828,"Daniel Brueckner",69,48,23,1
"2742",35831,"Albert Bunjaku",74,54,74,2
"2743",35852,"Fin Bartels",75,51,72,1
"2744",35875,"Benedikt Pliquett",65,322,5,1
"2745",35881,"Carsten Rothenbach",69,42,13,1
"2746",35882,"Charles Takyi",71,147,19,1
"2747",35883,"Florian Bruns",70,139,11,1
"2748",35891,"Rene Mihelic",69,49,19,1
"2749",35901,"Ken Kallaste",60,47,6,1
"2750",35905,"Gary Hooper",76,52,112,2
"2751",35906,"Tomasz Kuszczak",76,380,16,1
"2752",35954,"Jonathan Tuffey",63,314,8,1
"2753",35955,"Scott Boyd",65,55,104,1
"2754",35968,"Steven Anderson",70,45,181,1
"2755",35972,"Scott Robertson",70,139,122,1
"2756",35983,"David Carney",68,111,7,2
"2757",35988,"Christian Lell",74,56,72,2
"2758",35989,"Clemens Fritz",79,141,204,1
"2759",35990,"Mohamed Zidan",80,127,47,1
"2760",35991,"Christian Vander",67,331,6,1
"2761",35996,"Boubacar Sanogo",78,127,28,2
"2762",35997,"Halil Altintop",81,78,145,1
"2763",35998,"Matthias Abel",72,98,39,1
"2764",36000,"Niko Bungert",77,54,130,1
"2765",36005,"Karim Haggui",76,52,109,1
"2766",36007,"Thorben Marx",74,158,104,1
"2767",36008,"Oliver Schroeder",71,137,11,1
"2768",36009,"Vaclav Sverkos",77,126,37,1
"2769",36010,"Pascal Bieler",68,55,6,1
"2770",36011,"Sejad Salihovic",78,40,142,1
"2771",36012,"Steven Pienaar",80,54,151,1
"2772",36013,"Dennis Gentenaar",73,356,56,1
"2773",36016,"Cedric van der Gun",71,123,46,1
"2774",36018,"Gerald Sibon",71,122,27,1
"2775",36025,"Marco Streller",76,115,168,1
"2776",36029,"Christopher Heimeroth",72,353,27,1
"2777",36031,"Thomas Broich",76,113,6,1
"2778",36034,"Du-Ri Cha",72,53,45,2
"2779",36035,"Markus Feulner",76,117,94,1
"2780",36039,"Ralph Gunesch",68,60,20,1
"2781",36040,"Chadli Amri",70,132,7,1
"2782",36050,"Erik Jendrisek",73,49,47,2
"2783",36051,"Christoph Dabrowski",74,109,56,1
"2784",36054,"Marc Ziegler",73,364,6,1
"2785",36056,"Markus Bollmann",70,131,20,1
"2786",36057,"Marcel Ndjeng",71,66,44,1
"2787",36058,"Dennis Eilhoff",79,383,34,1
"2788",36059,"Massimiliano Porcello",73,155,9,1
"2789",36060,"Michael Fink",74,150,34,1
"2790",36066,"Albert Streit",81,119,4,1
"2791",36071,"Isaac Boakye",75,81,4,1
"2792",36072,"Jacek Krzynowek",76,112,15,1
"2793",36073,"Uwe Moehrle",74,108,7,1
"2794",36076,"Maik Franz",76,131,68,1
"2795",36084,"Vedad Ibisevic",80,66,180,1
"2796",36085,"Jeffrey Leiwakabessy",68,43,53,1
"2797",36086,"Matthias Lehmann",75,66,96,1
"2798",36090,"Mariusz Kukielka,24",71,146,24,1
"2799",36091,"Vlad Munteanu",77,157,9,1
"2800",36092,"Stiven Rivic",71,37,14,1
"2801",36093,"Jiayi Shao",70,58,3,1
"2802",36121,"Valter Birsa",76,55,146,2
"2803",36123,"Jeremie Brechet",75,136,114,2
"2804",36130,"Patrick Ebert",79,47,94,2
"2805",36132,"Tamas Hajnal",79,164,88,1
"2806",36133,"Chinedu Ede",69,70,26,2
"2807",36146,"Serdar Tasci",79,60,137,1
"2808",36147,"Benedikt Fernandez",67,326,3,1
"2809",36154,"Fernando Belluschi",79,156,63,2
"2810",36180,"Assani Lukimya-Mulongoti",74,56,63,1
"2811",36181,"Sascha Burchert",66,328,3,1
"2812",36183,"Jerome Boateng",87,45,172,2
"2813",36186,"Manuel Schmiedebach",76,62,151,1
"2814",36253,"Olcay Sahan",79,44,23,1
"2815",36257,"Konstantinos Mitroglou",79,53,27,2
"2816",36283,"Wayne Hennessey",77,392,103,1
"2817",36286,"David James",83,413,61,1
"2818",36287,"David Proctor",62,106,41,1
"2819",36289,"Shelton Martis",65,46,6,1
"2820",36293,"Kevin Kratz",70,45,12,1
"2821",36322,"Jens Langeneke",71,53,16,1
"2822",36326,"Norman Theuerkauf",70,45,26,1
"2823",36343,"Manuel Salz",64,319,3,1
"2824",36373,"Scott Carson",77,389,67,1
"2825",36374,"Robert Green",81,401,163,1
"2826",36378,"Mesut Oezil",88,50,215,3
"2827",36379,"Mario Vrancic",71,46,35,1
"2828",36380,"Tobias Levels",73,53,102,1
"2829",36382,"Jahmir Hyka",70,46,82,2
"2830",36388,"Mats Hummels",86,42,206,1
"2831",36389,"Srdjan Lakic",76,47,59,1
"2832",36390,"Patrick Paauwe",74,150,71,2
"2833",36391,"Diego Biseswar",73,56,46,1
"2834",36393,"Kristof Imschoot",63,139,6,1
"2835",36394,"Julien Faubert",80,96,94,3
"2836",36395,"Miso Brecko",71,127,134,1
"2837",36396,"Stephane Dalmat",78,108,86,1
"2838",36400,"Patrick Mtiliga",70,107,48,2
"2839",36410,"Nicklas Bendtner",79,47,70,3
"2840",36412,"Peter Loevenkrands",77,144,28,1
"2841",36479,"Thorsten Kirschbaum",68,335,21,2
"2842",36491,"Zsolt Low",68,45,15,1
"2843",36518,"Benjamin Kessel",70,62,19,1
"2844",36522,"Sascha Kotysch",65,62,41,1
"2845",36547,"Zdenek Kroca",61,43,13,1
"2846",36552,"Gaetan Krebs",67,131,5,1
"2847",36554,"Marcel Heller",74,63,38,1
"2848",36607,"Steffen Wohlfarth",62,40,6,1
"2849",36610,"Paul Paton",64,54,71,1
"2850",36611,"Ryan Stevenson",67,49,129,1
"2851",36615,"Yaya Toure",86,53,229,2
"2852",36617,"Andreas Isaksson",83,413,101,1
"2853",36622,"Jerzy Dudek",81,380,1,1
"2854",36640,"Marek Saganowski",72,96,67,1
"2855",36641,"Pawel Golanski",70,61,118,1
"2856",36771,"Julian Schuster",75,46,134,1
"2857",36774,"Adam Szalai",77,52,94,1
"2858",36775,"Tobias Weis",75,142,79,1
"2859",36783,"Kyle Lafferty",72,46,81,2
"2860",36784,"Klaas Jan Huntelaar",85,45,178,3
"2861",36785,"Alain Rochat",72,127,104,1
"2862",36786,"Phil Bardsley",75,40,176,1
"2863",36788,"Marko Pantelic",82,132,43,2
"2864",36789,"Danko Lazovic",80,126,24,1
"2865",36802,"Gary McSheffrey",77,72,1,1
"2866",36806,"Nikolce Noveski",77,78,160,1
"2867",36832,"Carl Hoefkens",73,45,116,2
"2868",36835,"Bram Verbist",67,336,95,1
"2869",36836,"Cephas Chimedza",67,52,21,1
"2870",36840,"Igor Lolo",71,49,27,1
"2871",36841,"Jonas De Roeck",69,57,23,2
"2872",36843,"Jurgen Cavens",67,50,18,1
"2873",36844,"Kris De Wree",65,125,29,2
"2874",36845,"Kurt van Dooren",66,125,31,1
"2875",36846,"Luciano",75,371,98,1
"2876",36849,"Pieterjan Monteyne",66,63,170,1
"2877",36852,"Daniel Cruz",72,143,37,1
"2878",36863,"Hernan Losada",72,42,120,2
"2879",36868,"Justice Wamfor",65,128,43,1
"2880",36872,"Kenny Steppe",69,341,23,2
"2881",36873,"Kristof Maes",58,290,1,1
"2882",36878,"Thomas Kraft",76,376,116,1
"2883",36889,"Sandro Wagner",74,48,53,1
"2884",36934,"Dominic Maroh",75,42,98,1
"2885",37021,"Anthony Portier",65,49,48,1
"2886",37025,"Dieter Dekelver",65,128,45,1
"2887",37038,"Igor Gjuzelov",65,81,9,1
"2888",37042,"Mike Frantz",72,52,94,1
"2889",37044,"Christophe Grondin",69,135,28,1
"2890",37047,"Denis Viane",64,122,53,1
"2891",37048,"Mahir Saglik",71,61,4,1
"2892",37051,"Frederik Boi",66,46,77,1
"2893",37065,"Stijn De Smet",69,58,78,1
"2894",37069,"Tom De Sutter",75,51,69,1
"2895",37087,"Johannes Flum",75,56,93,1
"2896",37100,"Steve Colpaert",70,51,111,1
"2897",37104,"Arnaud Sutchuin Djoum",66,56,94,3
"2898",37112,"Julien Gorius",72,40,151,1
"2899",37117,"Michael Cordier",65,326,1,1
"2900",37128,"Zola Matumona",68,50,43,1
"2901",37139,"Dirk Kuyt",84,139,156,2
"2902",37140,"Nwankwo Kanu",81,139,9,1
"2903",37149,"Henrique Hilario",74,356,5,1
"2904",37150,"Lee Martin",70,52,1,1
"2905",37151,"Sascha Dum",69,143,2,1
"2906",37154,"Nando Rafael",71,96,9,1
"2907",37156,"Collin Benjamin",74,112,16,1
"2908",37163,"Lee Johnson",68,146,14,1
"2909",37166,"Steve Morison",75,44,26,1
"2910",37169,"Mark Noble",77,54,205,1
"2911",37171,"Sigourney Bandjar",64,50,32,1
"2912",37173,"Luigi Bruins",70,45,85,2
"2913",37177,"Ronald Graafland",62,313,1,1
"2914",37180,"Dustley Mulder",65,128,32,1
"2915",37185,"Andwele Slory",70,56,15,1
"2916",37187,"Jorg van Nieuwenhuijzen",61,305,1,1
"2917",37188,"Ard van Peppen",67,38,122,1
"2918",37193,"Michel Vorm",81,399,163,2
"2919",37194,"Erik Pieters",75,61,172,2
"2920",37195,"Ramon Leeuwin",73,40,113,1
"2921",37196,"Gregoor van Dijk",72,147,25,1
"2922",37201,"Michael Lamey",74,142,55,2
"2923",37202,"Tom de Mul",72,140,9,2
"2924",37206,"Gino Coutinho",71,353,155,1
"2925",37208,"Rihairo Meulens",63,41,8,1
"2926",37211,"Civard Sprockel",68,116,49,1
"2927",37215,"Bram van Polen",71,57,118,1
"2928",37216,"Piet Velthuizen",77,378,156,2
"2929",37233,"Vito Mannone",74,365,72,1
"2930",37234,"Adam Lallana",80,54,109,1
"2931",37240,"Scott Arfield",71,64,106,2
"2932",37241,"Geoffrey Dernis",76,150,63,1
"2933",37242,"Ilan",79,111,79,2
"2934",37243,"Derek Lyle",61,142,13,1
"2935",37249,"Adil Chihi",73,42,31,1
"2936",37254,"Mahamadou Samassa",72,356,34,2
"2937",37257,"Franz Burgmeier",65,112,28,1
"2938",37258,"Virgile Reset",66,44,7,1
"2939",37259,"Mahamadou Diarra",87,116,39,3
"2940",37262,"Milan Jovanovic",80,58,85,2
"2941",37266,"John Pantsil",77,53,74,1
"2942",37273,"Gonzalo Bergessio",77,37,138,2
"2943",37277,"Calum Davenport",76,93,14,1
"2944",37280,"Abdoulaye Meite",79,135,53,2
"2945",37290,"David Fernandez",68,130,37,1
"2946",37292,"Haavard Nordtveit",78,54,138,1
"2947",37294,"Keith Lasley",70,44,233,1
"2948",37307,"Marius Zaliukas",73,113,137,1
"2949",37313,"Mohamadou Idrissou",76,43,56,1
"2950",37317,"Marcel Schaefer",77,144,182,1
"2951",37319,"Daniel Baier",79,41,162,1
"2952",37321,"Nemanja Vucicevic",70,77,22,1
"2953",37322,"Mathias Schober",77,368,4,1
"2954",37326,"Tim Sebastian",70,53,18,1
"2955",37332,"Marc Stein",69,133,41,1
"2956",37335,"Lukas Kruse",72,349,34,1
"2957",37337,"Garry de Graef",65,82,11,1
"2958",37342,"Daniel Brinkmann",67,49,8,1
"2959",37350,"Pablo Caceres",72,57,30,2
"2960",37354,"Christian Weber",70,100,1,1
"2961",37357,"Fabian Johnson",78,51,126,1
"2962",37359,"Markus Thorandt",69,49,29,1
"2963",37366,"Lionel Djebi-Zadi",64,129,15,1
"2964",37367,"Jerome Colinet",61,55,2,1
"2965",37369,"Andrew Sinkala",66,55,5,1
"2966",37373,"Lars Bender",82,44,140,1
"2967",37374,"Sven Bender",82,57,128,1
"2968",37376,"Jean-Francois Kornetzky",64,316,1,1
"2969",37377,"Markus Miller",80,396,33,1
"2970",37379,"Florian Dick",69,53,59,1
"2971",37380,"Mario Eggimann",78,121,71,1
"2972",37381,"Christian Eichner",75,145,96,1
"2973",37383,"Martin Stoll",71,98,39,2
"2974",37384,"Godfried Aduobe",71,139,17,1
"2975",37385,"Giovanni Federico",75,134,13,1
"2976",37387,"Michael Mutzel",73,151,23,1
"2977",37388,"Timo Staffeldt",66,46,5,1
